district,year,season,season_rain_sum,season_rain_mean,season_rain_std
Ahmadabad,2026,Rabi,0.4,0.013333333333333334,0.05713464637233659
Amreli,2003,Kharif,631.1999999999999,5.114865591397849,8.700523588752642
Amreli,2003,Rabi,1.9000000000000001,0.015322580645161291,0.0807974368804581
Amreli,2003,Summer,3.3000000000000003,0.0293778801843318,0.1556759217543603
Amreli,2004,Kharif,893.8000000000001,7.301424731182796,21.266121758780695
Amreli,2004,Rabi,26.6,0.21451612903225806,0.6078536526007783
Amreli,2004,Summer,21.1,0.17016129032258065,0.5911295456876996
Amreli,2005,Kharif,588.8,4.851720430107527,9.221283228601628
Amreli,2005,Rabi,4.0,0.03225806451612903,0.07831388456799365
Amreli,2005,Summer,2.0,0.016639784946236556,0.09121287082232067
Amreli,2006,Kharif,605.7,4.929005376344086,7.82367093884468
Amreli,2006,Rabi,1.2999999999999998,0.01064516129032258,0.034532169343911005
Amreli,2006,Summer,14.4,0.11615591397849463,0.5252152501962644
Amreli,2007,Kharif,959.3000000000001,7.838064516129033,17.414045591439923
Amreli,2007,Rabi,19.400000000000002,0.16104838709677421,0.4988818402833035
Amreli,2007,Summer,1.0,0.008437019969278033,0.03361600729757199
Amreli,2008,Kharif,1081.1,8.923736559139785,21.537325079887445
Amreli,2008,Rabi,36.8,0.29723118279569893,1.1465948516346376
Amreli,2008,Summer,2.9,0.024059139784946237,0.13206939634958711
Amreli,2009,Kharif,419.4,3.4033602150537634,6.17232278146841
Amreli,2009,Rabi,2.8,0.022715053763440858,0.09429831625348911
Amreli,2009,Summer,1.6999999999999997,0.013817204301075268,0.058966853172014985
Amreli,2010,Kharif,1004.1000000000001,8.135994623655913,14.905176962549898
Amreli,2010,Rabi,106.2,0.8818548387096774,2.452124908653442
Amreli,2010,Summer,0.30000000000000004,0.0025921658986175116,0.013939244375900054
Amreli,2011,Kharif,540.4,4.401155913978495,6.55514795900079
Amreli,2011,Rabi,1.3,0.010483870967741936,0.04554036375769078
Amreli,2011,Summer,0.5,0.0041724270353302615,0.020096541157235796
Amreli,2012,Kharif,286.6,2.3600000000000003,4.330892386108481
Amreli,2012,Rabi,0.3,0.0024193548387096775,0.013470397652008118
Amreli,2012,Summer,2.0,0.0164247311827957,0.06693362655989968
Amreli,2013,Kharif,756.2,6.2011021505376345,12.179141062124664
Amreli,2013,Rabi,39.9,0.3217741935483871,0.6821150298728907
Amreli,2013,Summer,2.7,0.022419354838709677,0.08400930855629263
Amreli,2014,Kharif,500.9,4.097123655913979,8.721931540492681
Amreli,2014,Rabi,24.099999999999998,0.19897849462365594,0.7372039640278442
Amreli,2014,Summer,9.1,0.07423771121351766,0.27837418437237865
Amreli,2015,Kharif,370.7,3.0595698924731183,8.429705104413609
Amreli,2015,Rabi,6.6000000000000005,0.05327956989247312,0.2439096333617142
Amreli,2015,Summer,7.0,0.056586021505376345,0.21495465478757148
Amreli,2016,Kharif,465.5,3.799489247311828,9.765312211414928
Amreli,2016,Rabi,63.9,0.5153225806451612,1.2338063972141056
Amreli,2016,Summer,5.0,0.040510752688172044,0.2010876112551317
Amreli,2017,Kharif,570.9,4.6671774193548385,9.784383844514444
Amreli,2017,Rabi,74.9,0.6040322580645161,2.6147594513441654
Amreli,2017,Summer,2.5,0.020241935483870967,0.05487588037138497
Amreli,2018,Kharif,412.8,3.3370161290322584,6.033603099226645
Amreli,2018,Rabi,0.1,0.0008064516129032258,0.004490132550669373
Amreli,2018,Summer,1.0,0.008231566820276499,0.041729798715042794
Amreli,2019,Kharif,812.5,6.6500537634408605,10.897164118606154
Amreli,2019,Rabi,68.7,0.562231182795699,1.3869232306602388
Amreli,2019,Summer,0.4,0.0035714285714285718,0.018898223650461364
Amreli,2020,Kharif,959.2,7.788844086021505,13.292533327155207
Amreli,2020,Rabi,31.700000000000003,0.25564516129032255,0.959305683430753
Amreli,2020,Summer,0.1,0.0008064516129032258,0.004490132550669373
Amreli,2021,Kharif,751.0,6.201774193548387,9.891659382729305
Amreli,2021,Rabi,55.6,0.4497043010752688,1.7039319447784511
Amreli,2021,Summer,159.1,1.2830645161290322,5.166056632387247
Amreli,2022,Kharif,654.8,5.367177419354839,8.031176829363904
Amreli,2022,Rabi,19.0,0.1532258064516129,0.5354607482692266
Amreli,2022,Summer,0.4,0.0032258064516129032,0.010688653415091958
Amreli,2023,Kharif,585.5,4.775080645161291,6.457383949736422
Amreli,2023,Rabi,10.5,0.08672043010752688,0.4183432194482406
Amreli,2023,Summer,18.7,0.15137096774193548,0.6183627945983752
Amreli,2024,Kharif,996.5,8.120053763440861,14.897747625944577
Amreli,2024,Rabi,99.3,0.8008064516129033,1.5096064071288167
Amreli,2024,Summer,2.9000000000000004,0.023548387096774193,0.13065917654065387
Amreli,2025,Kharif,564.1,4.648064516129033,9.67465362361037
Amreli,2025,Rabi,301.2,2.433091397849462,7.038230293425792
Amreli,2025,Summer,113.7,0.9169354838709678,2.5627815869413433
Amreli,2026,Rabi,0.2,0.006666666666666667,0.03651483716701108
Anand,2003,Kharif,840.3,6.822150537634409,11.221050225581088
Anand,2003,Rabi,0.1,0.0008333333333333334,0.004564354645876385
Anand,2003,Summer,7.699999999999999,0.06869047619047619,0.34922314611895416
Anand,2004,Kharif,1014.7,8.218521505376344,17.540544897862997
Anand,2004,Rabi,28.2,0.2274193548387097,0.47387005480559247
Anand,2004,Summer,4.7,0.03790322580645161,0.1186505667464227
Anand,2005,Kharif,1084.9,8.931102150537635,20.992868086719255
Anand,2005,Rabi,0.5,0.004032258064516129,0.019713673604875803
Anand,2005,Summer,1.1,0.008870967741935484,0.04665446890889204
Anand,2006,Kharif,1457.3,11.826774193548388,24.216214169588422
Anand,2006,Rabi,0.6,0.005,0.027386127875258303
Anand,2006,Summer,4.699999999999999,0.037903225806451606,0.19760963319000013
Anand,2007,Kharif,1210.1,9.86978494623656,17.679982894700487
Anand,2007,Rabi,3.3000000000000003,0.02720430107526882,0.13622595514842406
Anand,2007,Summer,4.2,0.03525153609831029,0.1505094500089586
Anand,2008,Kharif,733.9000000000001,5.9817204301075275,12.778646565234279
Anand,2008,Rabi,24.2,0.19838709677419356,0.8230921198345702
Anand,2008,Summer,0.8999999999999999,0.007394327030033371,0.04078611014540231
Anand,2009,Kharif,546.8,4.422069892473119,9.433358017460248
Anand,2009,Rabi,10.3,0.08473118279569893,0.4534694458597926
Anand,2009,Summer,0.7,0.005725806451612903,0.026179615843364524
Anand,2010,Kharif,1024.6,8.35467741935484,15.707179392876608
Anand,2010,Rabi,66.80000000000001,0.5544892473118279,1.1195828193661348
Anand,2010,Summer,0.6,0.005357142857142857,0.02834733547569204
Anand,2011,Kharif,784.9,6.359596774193548,8.930524088908365
Anand,2011,Rabi,0.2,0.0016129032258064516,0.006243275952867686
Anand,2011,Summer,0.8,0.006904761904761905,0.037155642233966904
Anand,2012,Kharif,697.5,5.733118279569892,11.922894101989755
Anand,2012,Rabi,1.0,0.008064516129032258,0.0291455376617313
Anand,2012,Summer,0.8999999999999999,0.0073387096774193555,0.040633859241645386
Anand,2013,Kharif,947.4,7.741586021505376,15.899058772672813
Anand,2013,Rabi,73.7,0.5943548387096774,1.2187717464285397
Anand,2013,Summer,1.4000000000000001,0.011726190476190477,0.055444941077402575
Anand,2014,Kharif,905.3000000000001,7.414408602150537,16.19813296754613
Anand,2014,Rabi,37.0,0.30053763440860215,1.1614897776335031
Anand,2014,Summer,3.3000000000000003,0.02786290322580645,0.1326907800316451
Anand,2015,Kharif,430.3,3.5171774193548386,8.96994651382473
Anand,2015,Rabi,1.3,0.010483870967741936,0.038064743939540645
Anand,2015,Summer,27.299999999999997,0.22072580645161288,1.113694636798428
Anand,2016,Kharif,531.7,4.306209677419355,6.719976205857368
Anand,2016,Rabi,97.7,0.7879032258064517,1.617777165430779
Anand,2016,Summer,0.8999999999999999,0.007258064516129032,0.04041119295602435
Anand,2017,Kharif,994.1999999999999,8.06978494623656,13.316423665361269
Anand,2017,Rabi,44.3,0.35725806451612907,1.605706202935086
Anand,2017,Summer,2.0,0.016155913978494627,0.04439284341124167
Anand,2018,Kharif,811.7,6.573844086021506,12.78455886661787
Anand,2018,Rabi,0.3,0.0024193548387096775,0.013470397652008116
Anand,2018,Summer,2.2,0.018392857142857145,0.07425190106643186
Anand,2019,Kharif,1301.9,10.627741935483872,16.47159043622619
Anand,2019,Rabi,68.39999999999999,0.5587096774193548,1.5620105026362692
Anand,2019,Summer,0.30000000000000004,0.0025000000000000005,0.01006444749841122
Anand,2020,Kharif,945.5,7.665887096774193,11.423081149162206
Anand,2020,Rabi,38.4,0.3096774193548387,1.2027030145984856
Anand,2020,Summer,5.5,0.04435483870967742,0.17502455502106634
Anand,2021,Kharif,971.0,8.024435483870969,14.33500459463562
Anand,2021,Rabi,41.8,0.3384677419354839,1.329818176468375
Anand,2021,Summer,164.79999999999998,1.329032258064516,6.994507061420274
Anand,2022,Kharif,946.5,7.690403225806451,10.41336446932737
Anand,2022,Rabi,37.5,0.30241935483870963,1.202069747301648
Anand,2022,Summer,0.0,0.0,0.0
Anand,2023,Kharif,926.8,7.588817204301075,10.889461098541295
Anand,2023,Rabi,20.900000000000002,0.17346774193548387,0.895613587949214
Anand,2023,Summer,23.900000000000002,0.19551075268817206,0.614905721315966
Anand,2024,Kharif,1457.4,11.858924731182796,21.868135716693292
Anand,2024,Rabi,67.89999999999999,0.5475806451612903,1.0700444080235307
Anand,2024,Summer,8.799999999999999,0.0710789766407119,0.3908251246611429
Anand,2025,Kharif,817.4,6.6866666666666665,9.504131071001199
Anand,2025,Rabi,155.3,1.2568548387096774,3.3446454825262695
Anand,2025,Summer,31.2,0.2523655913978495,0.8168259008272587
Anand,2026,Rabi,0.5,0.016666666666666666,0.053066863050523244
Aravalli,2003,Kharif,786.9,6.3748387096774195,12.091591986925339
Aravalli,2003,Rabi,2.1,0.01693548387096774,0.09429278356405682
Aravalli,2003,Summer,60.3,0.5382142857142856,2.8142421880962103
Aravalli,2004,Kharif,620.4,5.033198924731183,9.050240795041702
Aravalli,2004,Rabi,34.0,0.27419354838709675,0.6792460936378828
Aravalli,2004,Summer,3.2,0.025806451612903226,0.06846041160400108
Aravalli,2005,Kharif,817.1,6.681424731182796,18.073339014208845
Aravalli,2005,Rabi,1.4,0.01129032258064516,0.06286185570937121
Aravalli,2005,Summer,4.3,0.03467741935483871,0.18401510573804788
Aravalli,2006,Kharif,1934.0,15.719865591397848,36.69225728971403
Aravalli,2006,Rabi,0.7,0.005752688172043011,0.031727816235513656
Aravalli,2006,Summer,8.7,0.07016129032258064,0.2725205920995321
Aravalli,2007,Kharif,1171.2,9.50983870967742,15.191281610347243
Aravalli,2007,Rabi,0.0,0.0,0.0
Aravalli,2007,Summer,7.2,0.06121351766513057,0.23320410250286822
Aravalli,2008,Kharif,612.6,4.979596774193548,11.172243178908774
Aravalli,2008,Rabi,10.4,0.08481182795698924,0.397848714285855
Aravalli,2008,Summer,5.0,0.041424731182795695,0.2232831797846417
Aravalli,2009,Kharif,543.7,4.394112903225807,8.430831601170677
Aravalli,2009,Rabi,5.5,0.04481182795698924,0.1969724796400752
Aravalli,2009,Summer,2.4,0.01935483870967742,0.10776318121606493
Aravalli,2010,Kharif,989.3,8.02486559139785,12.315408517276953
Aravalli,2010,Rabi,47.2,0.3924731182795699,0.9164190220081934
Aravalli,2010,Summer,1.1,0.009216589861751152,0.05032915150514697
Aravalli,2011,Kharif,801.7,6.509838709677419,7.888360321924752
Aravalli,2011,Rabi,0.0,0.0,0.0
Aravalli,2011,Summer,0.2,0.0016129032258064516,0.006243275952867686
Aravalli,2012,Kharif,785.4,6.402795698924732,10.965491314495779
Aravalli,2012,Rabi,0.7,0.00564516129032258,0.022088531544818723
Aravalli,2012,Summer,5.8,0.04693548387096774,0.16129951667161702
Aravalli,2013,Kharif,728.9,5.958118279569892,9.137511944493163
Aravalli,2013,Rabi,48.9,0.3943548387096774,0.8992058921955194
Aravalli,2013,Summer,3.1999999999999997,0.026726190476190473,0.07527758479910235
Aravalli,2014,Kharif,604.5,4.923521505376344,7.377923841654659
Aravalli,2014,Rabi,20.6,0.1674462365591398,0.6238190596535296
Aravalli,2014,Summer,4.2,0.036463133640552994,0.16036767286428658
Aravalli,2015,Kharif,713.9,5.815591397849462,16.93143930298063
Aravalli,2015,Rabi,3.2,0.025806451612903226,0.08403468305996785
Aravalli,2015,Summer,34.7,0.28109831029185867,1.260306196982964
Aravalli,2016,Kharif,598.3000000000001,4.840860215053763,7.1292649680991635
Aravalli,2016,Rabi,69.00000000000001,0.5564516129032259,1.2965949243820671
Aravalli,2016,Summer,1.1,0.008870967741935484,0.03759485095797607
Aravalli,2017,Kharif,1547.3,12.526962365591398,17.298196317732494
Aravalli,2017,Rabi,15.6,0.12580645161290321,0.5012295008314611
Aravalli,2017,Summer,1.4,0.011451612903225807,0.047765592555302314
Aravalli,2018,Kharif,852.1999999999999,6.916559139784946,11.579878392517095
Aravalli,2018,Rabi,0.2,0.0016129032258064516,0.008980265101338746
Aravalli,2018,Summer,7.3999999999999995,0.06171082949308755,0.19933951073013784
Aravalli,2019,Kharif,1233.4,10.065967741935484,12.781725541334549
Aravalli,2019,Rabi,90.5,0.7363172043010754,2.4275144967803186
Aravalli,2019,Summer,0.8,0.006591781874039939,0.033517921958523766
Aravalli,2020,Kharif,949.9,7.6950806451612905,12.317039126732015
Aravalli,2020,Rabi,34.2,0.27586021505376346,1.314710094018431
Aravalli,2020,Summer,11.7,0.09435483870967741,0.47996135597129735
Aravalli,2021,Kharif,1033.1,8.477419354838709,15.5806727640228
Aravalli,2021,Rabi,28.1,0.22685483870967743,0.7830002444194852
Aravalli,2021,Summer,96.9,0.7814516129032258,3.702082565608261
Aravalli,2022,Kharif,854.4,6.920618279569892,8.5766803027341
Aravalli,2022,Rabi,69.9,0.5637096774193548,1.9101950795772453
Aravalli,2022,Summer,0.6000000000000001,0.004865591397849462,0.021058048585184237
Aravalli,2023,Kharif,1378.5,11.329247311827956,21.87480527023222
Aravalli,2023,Rabi,68.0,0.5629301075268818,2.6882350992184048
Aravalli,2023,Summer,20.099999999999998,0.16389784946236557,0.5789749795901535
Aravalli,2024,Kharif,1156.9,9.43016129032258,10.671990686550918
Aravalli,2024,Rabi,38.9,0.31370967741935485,1.0754162784337964
Aravalli,2024,Summer,11.9,0.09642843900630331,0.5355951625748604
Aravalli,2025,Kharif,834.2,6.817096774193549,8.813347021661388
Aravalli,2025,Rabi,72.7,0.5872849462365591,1.9376939288298145
Aravalli,2025,Summer,63.9,0.5153225806451612,1.3589928473468083
Aravalli,2026,Rabi,0.4,0.013333333333333334,0.05713464637233659
BanasKantha,2003,Kharif,740.0,5.999247311827957,16.56351310940787
BanasKantha,2003,Rabi,11.0,0.08870967741935484,0.49391458057363097
BanasKantha,2003,Summer,27.4,0.24464285714285713,1.2464274343925317
BanasKantha,2004,Kharif,306.0,2.4916129032258065,5.112857167174068
BanasKantha,2004,Rabi,20.6,0.16612903225806452,0.5229034147582162
BanasKantha,2004,Summer,6.4,0.051908602150537636,0.2159377953587016
BanasKantha,2005,Kharif,500.6,4.102177419354839,8.338220992069875
BanasKantha,2005,Rabi,0.0,0.0,0.0
BanasKantha,2005,Summer,2.4,0.019381720430107524,0.07006490869425952
BanasKantha,2006,Kharif,936.5,7.591236559139785,13.881228954116208
BanasKantha,2006,Rabi,0.5,0.004032258064516129,0.022450662753346864
BanasKantha,2006,Summer,9.700000000000001,0.07822580645161291,0.38457589131800124
BanasKantha,2007,Kharif,564.7,4.587795698924731,7.745833625258882
BanasKantha,2007,Rabi,0.4,0.0032258064516129032,0.01796053020267749
BanasKantha,2007,Summer,1.7,0.01457373271889401,0.07459333879527866
BanasKantha,2008,Kharif,405.70000000000005,3.3035752688172044,7.058260940570253
BanasKantha,2008,Rabi,5.0,0.040510752688172044,0.2250261821999177
BanasKantha,2008,Summer,3.0,0.024581015943641083,0.10710694254220052
BanasKantha,2009,Kharif,382.59999999999997,3.0878494623655914,6.073088715886469
BanasKantha,2009,Rabi,0.1,0.0008064516129032258,0.004490132550669373
BanasKantha,2009,Summer,4.300000000000001,0.034677419354838715,0.15662294927100162
BanasKantha,2010,Kharif,957.9999999999999,7.763844086021505,18.08364634490414
BanasKantha,2010,Rabi,80.8,0.6719086021505376,1.415410741650652
BanasKantha,2010,Summer,0.0,0.0,0.0
BanasKantha,2011,Kharif,758.4,6.18489247311828,11.83204534319071
BanasKantha,2011,Rabi,0.5,0.004112903225806452,0.019044712599749963
BanasKantha,2011,Summer,0.5,0.004464285714285714,0.0236227795630767
BanasKantha,2012,Kharif,450.1,3.671290322580645,7.06022057400592
BanasKantha,2012,Rabi,0.5,0.004032258064516129,0.022450662753346864
BanasKantha,2012,Summer,1.1,0.009166666666666667,0.035038976655397215
BanasKantha,2013,Kharif,571.2,4.68758064516129,9.161109475333719
BanasKantha,2013,Rabi,56.2,0.45322580645161287,1.9428369857815644
BanasKantha,2013,Summer,6.2,0.05220238095238095,0.17212306879236614
BanasKantha,2014,Kharif,469.1,3.824677419354839,7.544033826411461
BanasKantha,2014,Rabi,0.0,0.0,0.0
BanasKantha,2014,Summer,1.3,0.010591397849462366,0.04079770509741286
BanasKantha,2015,Kharif,496.90000000000003,4.021693548387097,10.213151529081872
BanasKantha,2015,Rabi,4.1,0.03306451612903225,0.15483688955023409
BanasKantha,2015,Summer,10.9,0.08965053763440861,0.3183679471195565
BanasKantha,2016,Kharif,481.40000000000003,3.891021505376344,6.551105199903687
BanasKantha,2016,Rabi,85.3,0.6879032258064515,2.04531181348006
BanasKantha,2016,Summer,1.9000000000000001,0.015322580645161291,0.0687216394837878
BanasKantha,2017,Kharif,1654.4,13.407768817204301,27.383780938478935
BanasKantha,2017,Rabi,12.1,0.09758064516129034,0.39168428336009425
BanasKantha,2017,Summer,1.2999999999999998,0.010618279569892473,0.04616851776018048
BanasKantha,2018,Kharif,336.1,2.7308602150537635,4.890397895728164
BanasKantha,2018,Rabi,0.0,0.0,0.0
BanasKantha,2018,Summer,0.9,0.0074193548387096785,0.03302435031674933
BanasKantha,2019,Kharif,669.4,5.476881720430107,8.456842026216563
BanasKantha,2019,Rabi,44.900000000000006,0.36583333333333334,0.8585064932065013
BanasKantha,2019,Summer,4.0,0.0330568356374808,0.1495010195374166
BanasKantha,2020,Kharif,797.3999999999999,6.4460483870967735,11.092167782659976
BanasKantha,2020,Rabi,23.5,0.1895161290322581,0.653323001840526
BanasKantha,2020,Summer,11.4,0.09193548387096774,0.38070960750071636
BanasKantha,2021,Kharif,558.4,4.603924731182795,7.141575380133679
BanasKantha,2021,Rabi,30.9,0.2538440860215054,0.9347223940056263
BanasKantha,2021,Summer,27.6,0.22258064516129034,1.107913858690995
BanasKantha,2022,Kharif,968.2,7.835752688172043,10.680697280725127
BanasKantha,2022,Rabi,11.7,0.09435483870967741,0.3189706367861881
BanasKantha,2022,Summer,0.6,0.004925115207373272,0.016083792597556636
BanasKantha,2023,Kharif,828.7,6.81741935483871,15.686211301376577
BanasKantha,2023,Rabi,77.7,0.6411827956989248,2.976183243668621
BanasKantha,2023,Summer,36.5,0.2951344086021505,1.0260185023310537
BanasKantha,2024,Kharif,635.1999999999999,5.182930107526882,7.9167279244708215
BanasKantha,2024,Rabi,17.400000000000002,0.1403225806451613,0.47965486434866605
BanasKantha,2024,Summer,9.6,0.07797552836484983,0.4169704725255891
BanasKantha,2025,Kharif,781.3,6.389112903225806,11.595845310634397
BanasKantha,2025,Rabi,60.300000000000004,0.4872580645161291,1.0704783707834062
BanasKantha,2025,Summer,52.800000000000004,0.4259735023041475,1.4542007226480067
BanasKantha,2026,Rabi,0.0,0.0,0.0
Bharuch,2003,Kharif,832.6,6.7968817204301075,11.760474697585426
Bharuch,2003,Rabi,2.1,0.01698924731182796,0.08992614617221087
Bharuch,2003,Summer,7.3,0.06517857142857143,0.3352265186155009
Bharuch,2004,Kharif,1036.2,8.416666666666666,17.650524126492023
Bharuch,2004,Rabi,25.4,0.2053494623655914,0.49079579819419494
Bharuch,2004,Summer,8.0,0.06451612903225806,0.1663047144987662
Bharuch,2005,Kharif,1128.8,9.305430107526881,18.883959501078362
Bharuch,2005,Rabi,2.0,0.016129032258064516,0.04628217759802456
Bharuch,2005,Summer,0.3,0.0024193548387096775,0.013470397652008118
Bharuch,2006,Kharif,999.6999999999999,8.137338709677419,12.540564583131971
Bharuch,2006,Rabi,5.699999999999999,0.047069892473118276,0.2028075844658455
Bharuch,2006,Summer,4.2,0.03387096774193548,0.17645389295858385
Bharuch,2007,Kharif,1416.6,11.518709677419356,23.52659674575445
Bharuch,2007,Rabi,10.1,0.08405913978494622,0.2836479383547665
Bharuch,2007,Summer,3.4000000000000004,0.029205069124423964,0.11889536184399087
Bharuch,2008,Kharif,984.8,8.057741935483872,15.989465419164556
Bharuch,2008,Rabi,42.7,0.3470430107526882,1.3033868302980571
Bharuch,2008,Summer,1.0,0.008453837597330368,0.04596708183299219
Bharuch,2009,Kharif,769.1,6.215564516129033,13.506855833564503
Bharuch,2009,Rabi,51.1,0.4224731182795699,2.0251090910782823
Bharuch,2009,Summer,0.0,0.0,0.0
Bharuch,2010,Kharif,1073.9,8.734865591397849,15.78305670354447
Bharuch,2010,Rabi,98.10000000000001,0.8104032258064516,1.6810998844935738
Bharuch,2010,Summer,0.6000000000000001,0.005011520737327189,0.027409642027908174
Bharuch,2011,Kharif,795.4,6.453978494623656,6.848989525224926
Bharuch,2011,Rabi,2.3,0.018548387096774192,0.07244760806250607
Bharuch,2011,Summer,0.4,0.0032258064516129032,0.012486551905735372
Bharuch,2012,Kharif,636.8,5.233870967741935,9.215378291717961
Bharuch,2012,Rabi,6.3,0.050806451612903224,0.1755329825331674
Bharuch,2012,Summer,0.0,0.0,0.0
Bharuch,2013,Kharif,1323.1,10.86505376344086,23.26817004348331
Bharuch,2013,Rabi,78.3,0.6314516129032258,1.4277889662087573
Bharuch,2013,Summer,1.1,0.009145545314900154,0.03891579772279051
Bharuch,2014,Kharif,716.6,5.854381720430108,11.013692727490817
Bharuch,2014,Rabi,38.2,0.3138172043010753,1.215665967812095
Bharuch,2014,Summer,5.0,0.04213709677419355,0.17553298304056414
Bharuch,2015,Kharif,709.5,5.858172043010752,18.216165209858946
Bharuch,2015,Rabi,9.5,0.07811827956989247,0.26547694056381044
Bharuch,2015,Summer,18.0,0.14642665130568355,0.6992467466178639
Bharuch,2016,Kharif,788.8,6.422311827956989,12.147221160424158
Bharuch,2016,Rabi,89.5,0.7217741935483871,1.4038450462848435
